epoch,train_loss,val_loss,val_acc,test_loss,test_acc
0,0.7078422093391419,0.596345238685608,0.6775,0.5982431422996521,0.67152
1,0.42534489661455155,0.4101574425697327,0.813,0.38654553255081175,0.8272
2,0.16502541735768317,0.4441398091316223,0.83775,0.42832035707473753,0.84372
3,0.08993030338082462,0.40098353862762454,0.8565,0.37020230642318724,0.86652
4,0.10108152010943741,0.6582126002311707,0.802,,
5,0.0761819086689502,0.5143975706100464,0.85975,0.4738764560222626,0.86572
6,0.020567342850845306,0.5046952652931214,0.86325,0.46128350946426394,0.87136
7,0.0233012968103867,0.6328061800003052,0.85875,,
8,0.010808193924603984,0.7358601317405701,0.8525,,
9,0.003228586328914389,0.7254517793655395,0.8565,,
10,0.006353729732800275,0.656258339881897,0.84975,,
11,0.029715342694253195,1.004189782142639,0.83775,,
12,0.10727369664120488,0.46052398920059207,0.8605,,
13,0.02060803202679381,0.6247279415130615,0.8455,,
14,0.0018022380984621122,0.626035249710083,0.8595,,
15,0.0006021636305376888,0.6751915264129639,0.861,,
16,0.0012070470553589986,1.1035052490234376,0.80775,,
17,0.005486823901010212,0.7826410279273986,0.86275,,
18,0.00019879801926435902,0.8048687105178833,0.86225,,
19,0.00018329195052501745,0.8192517189979553,0.86225,,
