epoch,train_loss,val_loss,val_acc,test_loss,test_acc
0,1.535984933555126,1.07682293510437,0.6656,1.072078914197286,0.66865
1,0.8744970613718033,1.086494292831421,0.6699,1.0820417510350546,0.6722666666666667
2,0.6390731349289417,1.058037843322754,0.681,1.0532656834284464,0.68575
3,0.4280560517162085,1.146446294784546,0.66785,,
4,0.2753298274241388,1.3337684438705444,0.65795,,
5,0.17238521679118277,1.4633944906234742,0.65355,,
6,0.11514457315765321,1.5415272930145263,0.6558,,
7,0.06718410590430722,1.6493959548950194,0.66995,,
8,0.05217010654788464,1.7387295448303222,0.6588,,
9,0.044034960186807436,1.828849874305725,0.65805,,
10,0.0881017952482216,1.8229911247253419,0.6576,,
11,0.059012749078217894,1.8907914108276367,0.6649,,
12,0.03564958595857024,1.9392617088317872,0.6611,,
13,0.02391539492260199,1.9443357830047607,0.6682,,
14,0.017446765435510315,1.9665601467132567,0.66425,,
15,0.022004679470206612,2.0354809391021726,0.6711,,
16,0.0037745096480357463,2.0709799407958984,0.6749,,
17,0.0013620850347506347,2.1287580684661864,0.67005,,
18,0.060242919115436964,2.324973123168945,0.637,,
19,0.06027130341448356,2.200587197113037,0.65725,,
