epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,0.4956144575923681,0.6242738795280457,0.6575,0.6208985604286194,0.6556,0.49442418178915976,0.031311995899770406,0.0
1,0.4754927385151386,0.5973517208099365,0.6895,0.5972224657821655,0.68772,0.4717579375058413,0.030868224252015353,0.0
2,0.46006080408394334,0.542578067779541,0.738,0.540191631603241,0.73056,0.4541597669273615,0.029578466613776982,0.0
3,0.45860212387517096,0.5115775952339172,0.75625,0.5100555564117432,0.7486,0.45084848169982433,0.02762957696756348,0.0
4,0.4577878554239869,0.4977822632789612,0.77525,0.4939628358078003,0.76848,0.4475064848437905,0.028473298058845103,0.0
5,0.4432962705176324,0.6551610178947449,0.67475,,,0.4282103980863467,0.03419992069690488,0.0
6,0.43200255956873296,0.5719527955055237,0.7405,,,0.41317886725720016,0.03614808584982529,0.0
7,0.4431134619433433,0.45713317608833315,0.793,0.4503569537162781,0.7866,0.41777974805561824,0.04211051505431533,0.0
8,0.44082346896827224,0.9921858615875244,0.6535,,,0.4109073498230428,0.043995300774928185,0.0
9,0.4333667217120528,0.49435082769393923,0.7995,0.47650437103271487,0.80752,0.3964144394788891,0.048444875020999464,0.0
