epoch,train_loss,val_loss,val_acc,test_loss,test_acc
0,0.957263489663601,0.4663636975288391,0.8345,0.4752166768124229,0.8310526315789474
1,0.3843814728595316,0.39506666946411134,0.86825,0.402155025381791,0.8655263157894737
2,0.2248082398995757,0.43681094121932984,0.860375,,
3,0.13598820438608528,0.4583035092353821,0.866,,
4,0.07634099825983867,0.47482853746414183,0.8725,0.49343101959479485,0.8657894736842106
5,0.05506108682835475,0.6278651080131531,0.838875,,
6,0.04713437359780073,0.5835671753883361,0.863125,,
7,0.04119698031223379,0.5608741359710694,0.877375,0.5802102856259597,0.8735526315789474
8,0.022147279013879598,0.7292788324356079,0.84125,,
9,0.049941529133939185,0.6167168416976929,0.8665,,
10,0.015708102341159248,0.6510370488166809,0.869125,,
11,0.013116172478767112,0.6478690776824951,0.87475,,
12,0.011740075751731638,0.6504586443901063,0.87575,,
13,0.02615097390895244,0.8315597529411316,0.8485,,
14,0.12310419750807342,0.6509669961929321,0.85725,,
15,0.05530935382703319,0.587286602973938,0.86625,,
16,0.007632840049336664,0.6024429993629455,0.876375,,
17,0.0016422059439355507,0.6344012765884399,0.877875,0.6548013702819222,0.8735526315789474
18,0.0010647555784089491,0.6596253824234009,0.87875,0.6810634370226609,0.8722368421052632
19,0.0007665285233815666,0.683202998638153,0.878125,,
