epoch,train_loss,val_loss,val_acc,test_loss,test_acc
0,2.7403206560346813,2.644399898801531,0.11735714285714285,2.6443178068978446,0.11877142857142857
1,2.6022351847754583,2.366561269760132,0.3377142857142857,2.365876197378976,0.3379
2,1.726126578119066,1.0518904153278896,0.8088214285714286,1.057316082572937,0.805
3,0.5292618407143487,0.35742792510986326,0.9175,0.36372434592928204,0.9161857142857143
4,0.14820035319361421,0.21969054784093583,0.9481428571428572,0.22748366314343044,0.9454142857142858
5,0.07198019491301642,0.29101871146474567,0.9068928571428572,,
6,0.03865478632764684,0.18908669028963362,0.9468928571428571,,
7,0.027696790173649788,0.16082812455722265,0.9568928571428571,0.17101497768674578,0.9535571428571429
8,0.019808447557604976,0.15620501119749886,0.9576785714285714,0.16709913751738412,0.9539
9,0.016656542248609994,0.14899339161600386,0.9591428571428572,0.15984936073166983,0.9554142857142857
10,0.01409859008466204,0.1440817861557007,0.9597142857142857,0.15463074696404594,0.9565142857142858
11,0.012155398209061887,0.14154566090447562,0.9600714285714286,0.15220773182596478,0.9568
12,0.010828603990375996,0.1396119179044451,0.9603214285714285,0.150383547939573,0.9569714285714286
13,0.009598500457488827,0.13800770732334683,0.9607142857142857,0.14869781135150364,0.9576857142857143
14,0.008887197563631667,0.13717109540530614,0.9607857142857142,0.14800596219471523,0.9576857142857143
15,0.007986301245788733,0.13678807977267674,0.9608214285714286,0.14777049998555863,0.9577857142857142
16,0.007116586357976,0.13754626083374025,0.9606785714285714,,
17,0.006547916628834274,0.13648238720212663,0.9608571428571429,0.14755026970250265,0.9582714285714286
18,0.0060175159273462165,0.13597193145751954,0.9610357142857143,0.14712073256969452,0.9585
19,0.0055007290922933156,0.13513797007288253,0.9614642857142857,0.14643006293092456,0.9588285714285715
